line_id,order_id,book_id,price
148,8563,1832,7.18
149,2254,3341,8.5
150,7211,2487,16.86
151,1403,6055,3.84
152,179,3645,1.23
153,436,3627,8.89
154,5218,2722,17.8
155,7049,7956,18.12
156,1478,4271,4.04
157,5294,9548,13.69
158,6494,9445,3.81
159,1760,4521,9.19
160,2075,888,0.4
161,6967,9564,4.77
162,9360,6827,7.05
163,9515,10247,10.96
164,2018,10869,4.81
165,713,3026,12.76
166,4310,4172,19.2
167,10381,7518,9.97
168,158,5165,16.53
169,279,8220,4.3
170,4424,9558,13.0
171,5436,7483,8.25
172,6239,511,19.83
173,6583,9118,2.46
174,9465,1753,8.36
175,2362,6862,16.6
176,8509,3337,0.19
177,1455,1650,14.25
178,4650,1302,8.96
179,6397,9890,2.01
180,10819,9303,17.58
181,2007,9862,15.9
182,4874,3504,3.81
183,6638,74,9.24
184,881,3234,1.34
185,1837,5147,2.24
186,7187,1925,10.57
187,8269,1377,0.66
188,9215,8839,17.46
189,10462,10910,5.69
190,2317,5347,10.98
191,8527,3390,17.51
192,10900,5163,13.87
193,1707,832,5.87
194,5083,2708,6.72
195,5510,10580,14.91
196,6230,9748,2.87
197,7301,990,0.29
198,8372,8960,19.66
199,8432,5557,10.96
200,9305,2694,11.33
201,10396,1170,16.53
202,10776,9099,12.18
203,1164,6591,2.68
204,1415,9948,1.36
205,6222,7312,1.64
206,8808,4887,18.99
207,9789,4790,6.07
208,383,2520,4.43
209,1826,4762,9.51
210,5181,1047,0.87
211,5264,10396,10.84
212,6172,10082,18.1
213,336,8975,6.36
214,5441,1906,18.03
215,10404,11055,5.27
216,538,3748,17.87
217,1532,5096,12.18
218,4735,7454,10.46
219,6794,6744,9.22
220,6960,5423,1.07
221,9319,8953,17.27
222,9614,10044,18.47
223,1321,10113,15.49
224,4986,1616,8.06
225,7337,6443,13.72
226,8486,7723,8.24
227,1035,10873,13.01
228,2307,3561,12.98
229,4322,3169,9.55
230,4747,5917,4.55
231,7014,6018,0.45
232,8369,5452,7.65
233,8679,4917,1.25
234,546,10970,14.86
235,4848,8413,11.05
236,4857,5490,16.19
237,6569,6327,8.28
238,8630,4043,11.5
239,749,8743,4.07
240,1695,7339,13.76
241,2433,5125,4.78
242,4824,9058,7.06
243,6242,3585,11.04
244,6293,8842,6.33
245,8434,2208,0.85
246,1100,6878,19.26
247,2256,10680,18.21
248,2376,7496,12.73
249,5546,1803,18.01
250,6647,171,7.51
251,4635,9265,0.73
252,6431,7608,6.19
253,8584,5527,11.09
254,1912,3155,15.07
255,2400,10208,6.53
256,4149,9782,8.34
257,5005,4976,19.71
258,6882,6507,19.36
259,8550,961,10.55
260,8755,4199,6.1
261,9658,4364,0.93
262,10465,624,2.81
263,216,5955,5.07
264,719,7380,11.1
265,4901,8734,5.2
266,8608,10522,18.96
267,9571,10038,13.35
268,396,7010,2.96
269,1611,9461,16.15
270,9725,5413,0.19
271,10452,6557,18.34
272,1905,9106,6.8
273,1606,2738,4.19
274,4682,3438,18.33
275,11305,7304,10.64
276,1022,7688,17.17
277,1077,2449,10.49
278,4760,10718,4.84
279,8678,3572,17.57
280,265,4784,10.28
281,995,3119,17.19
282,1096,5078,14.07
283,4124,1646,12.59
284,4930,7821,12.53
285,6493,274,4.86
286,8439,1559,19.45
287,8557,4910,5.79
288,10276,1370,14.94
289,10523,4078,11.82
290,10982,9516,10.07
291,5463,10585,4.93
292,8729,4212,3.06
293,9781,7014,13.85
294,730,6347,15.51
295,6396,1836,9.98
296,8794,5,10.1
297,212,5817,1.99
298,2093,10332,6.9
299,4544,10440,13.14
300,7317,5243,7.69
301,8374,5654,7.75
302,8775,4606,18.13
303,10532,3245,14.76
304,5085,9068,17.22
305,8739,9578,14.41
306,185,222,18.76
307,1576,7022,6.82
308,4662,9022,0.64
309,4974,8094,10.83
310,7136,5830,19.92
311,8737,4532,0.98
312,328,263,19.41
313,1323,8700,19.96
314,1368,7173,4.58
315,1871,2344,7.33
316,4856,2225,18.01
317,4959,10043,16.23
318,6421,3898,6.34
319,6759,5930,14.29
320,6781,10834,14.5
321,6917,7820,6.79
322,8598,6567,18.64
323,8893,9883,12.92
324,9033,6283,17.72
325,9218,8183,0.39
326,183,9920,7.98
327,7047,3567,8.11
328,9808,735,2.27
329,742,4114,10.16
330,1605,4796,12.62
331,4657,9588,8.31
332,9262,5488,4.38
333,10627,6848,8.41
334,1025,2843,0.33
335,5344,3510,10.56
336,1039,7721,17.71
337,8349,3841,1.39
338,861,3481,7.11
339,4202,9322,2.46
340,6841,1137,2.83
341,10499,4467,11.64
342,2403,7867,15.77
343,4639,9133,14.78
344,996,2584,18.89
345,6455,276,5.82
346,10917,4242,0.65
347,142,219,0.0
348,1221,10478,14.17
349,1395,7976,9.18
350,8365,1599,6.84
351,10631,3098,7.33
352,1510,11094,17.72
353,1995,4885,10.74
354,4903,4085,4.5
355,6399,270,8.91
356,9266,1730,8.81
357,2159,8196,7.23
358,9570,6637,17.97
359,1642,7835,16.49
360,7016,109,11.51
361,820,9438,10.29
362,4097,312,11.93
363,4652,10001,14.09
364,2290,9190,0.33
365,5228,6720,19.41
366,5314,464,5.92
367,7038,3957,17.79
368,9583,4241,4.74
369,10620,458,9.89
370,11333,3899,5.36
371,52,3205,12.73
372,1365,3538,13.61
373,6352,5000,4.09
374,8659,7514,15.25
375,1670,8763,13.0
376,8512,9865,9.67
377,2322,8418,6.66
378,9708,4397,19.54
379,161,7787,11.36
380,4209,8239,19.97
381,5587,8578,17.18
382,7320,10937,6.74
383,8290,8205,13.5
384,9486,1825,15.89
385,11308,5337,0.3
386,2051,7081,2.73
387,6420,8616,9.23
388,9314,10965,10.85
389,10308,8403,2.98
390,1066,5339,19.04
391,5153,3557,14.85
392,6170,8397,10.91
393,8751,5146,13.53
394,10474,11067,18.88
395,10958,8191,16.97
396,11395,390,12.58
397,2269,440,6.22
398,10624,4849,4.92
399,10953,10275,17.58
400,1181,6941,9.65
401,1319,6025,5.19
402,1349,7489,11.74
403,6515,10188,16.35
404,9677,3784,4.96
405,590,2456,7.18
406,5236,1479,11.75
407,6617,5996,18.64
408,784,471,8.32
409,4673,10610,10.39
410,8901,8199,2.52
411,43,4667,14.38
412,5152,3739,10.47
413,6371,6782,9.54
414,8711,6203,7.12
415,818,1190,9.34
416,8266,149,13.33
417,8344,3248,9.2
418,11291,4730,14.9
419,805,5011,0.33
420,5534,8133,12.11
421,6669,9284,7.11
422,6953,3066,6.2
423,6998,8064,13.86
424,1151,3226,7.42
425,1447,10968,16.31
426,5287,1330,3.03
427,6749,4443,10.83
428,6875,5683,18.57
429,9256,1221,15.27
430,1682,5435,3.04
431,2302,3268,0.26
432,4165,2038,17.54
433,6734,9303,10.99
434,9652,2651,10.87
435,15,19,7.57
436,601,9870,6.0
437,6505,9334,5.89
438,9234,10627,17.85
439,9738,6651,6.21
440,10298,8462,17.41
441,10937,791,14.87
442,1827,5614,5.84
443,2205,10540,17.2
444,6238,5095,14.19
445,6414,1933,14.8
446,1064,1989,13.48
447,1484,9273,2.9
448,4887,2508,13.83
449,4984,8694,16.65
450,7271,9093,11.79
451,8454,5514,14.19
452,1870,667,3.44
453,4783,7556,17.6
454,9064,4048,3.57
455,10331,8906,9.34
456,10907,10396,5.41
457,5203,6111,18.69
458,6205,284,6.47
459,8721,6016,14.67
460,9667,494,0.44
461,1485,10861,16.3
462,1511,1644,5.85
463,4198,230,4.5
464,4989,699,12.79
465,6299,89,2.44
466,9406,6523,11.3
467,2142,735,12.71
468,5154,10896,19.8
469,10806,132,1.78
470,11392,4566,15.68
471,345,7675,1.93
472,4365,4592,15.48
473,7327,7041,16.83
474,769,3434,0.38
475,4473,1874,15.71
476,303,4696,15.08
477,2405,5599,5.09
478,4782,8490,1.03
479,8655,10776,13.76
480,10976,5938,12.1
481,1938,4712,6.05
482,5105,2703,6.13
483,10827,8936,1.93
484,244,815,1.53
485,4884,1817,11.73
486,8205,4923,9.06
487,10817,10432,6.58
488,633,9264,3.52
489,1617,4244,7.59
490,2208,8387,12.6
491,4288,9890,11.08
492,4826,1155,17.13
493,8254,10818,5.82
494,9286,5994,16.4
495,299,5393,19.26
496,5571,4017,18.32
497,6435,5521,14.67
498,8650,1987,13.85
499,9553,10316,11.16
500,10248,93,7.36
501,1298,9063,19.38
502,4278,4462,1.97
503,7225,3215,2.99
504,10820,9793,19.05
505,325,1358,15.05
506,342,4421,14.57
507,4835,5012,1.34
508,6866,10935,14.27
509,8724,6886,19.08
510,9671,10166,14.12
511,960,8779,16.54
512,1236,8556,7.26
513,5442,5658,9.06
514,9427,8240,6.86
515,9556,5494,8.79
516,1005,7975,5.3
517,1780,1946,1.59
518,4556,9703,2.45
519,7179,11075,12.2
520,8376,699,9.69
521,8469,2607,14.35
522,1185,9855,5.51
523,4375,8010,15.46
524,6722,7860,4.25
525,2355,10486,1.51
526,7341,6115,10.43
527,8838,10668,4.59
528,10314,3023,13.39
529,4908,5928,13.11
530,5479,7544,8.49
531,6942,971,3.27
532,8689,6181,5.75
533,4843,8567,19.76
534,8969,7009,3.71
535,9774,430,12.72
536,521,711,8.23
537,674,9644,1.98
538,5260,9946,3.45
539,6806,2027,7.85
540,11025,4633,18.09
541,11428,3028,12.96
542,760,4704,3.4
543,776,6483,8.05
544,4177,2949,2.34
545,6707,8801,12.07
546,5516,7168,8.21
547,8445,1344,7.43
548,979,5523,7.34
549,1742,3838,12.49
550,6286,963,11.2
551,8600,6002,0.36
552,11292,5237,5.99
553,367,966,10.7
554,6714,4604,9.28
555,6813,890,0.14
556,9272,8846,19.08
557,9632,4291,1.32
558,4466,1915,13.26
559,4540,8884,0.07
560,137,6915,1.94
561,537,6918,16.34
562,1125,2445,12.95
563,6939,6441,19.03
564,897,227,4.96
565,6338,1978,2.9
566,9301,2149,10.59
567,2195,773,15.16
568,2232,6467,12.64
569,4722,4643,3.8
570,5438,7766,18.4
571,5491,5630,15.4
572,6709,3690,6.97
573,7299,8318,13.85
574,8352,2446,0.43
575,186,4981,3.48
576,9812,5870,2.3
577,10274,11056,12.45
578,3,1471,15.86
579,1384,6314,9.18
580,4577,6599,11.76
581,5192,1785,0.77
582,6936,7902,8.72
583,8238,560,18.86
584,9292,6268,19.76
585,870,2788,5.77
586,1297,7680,11.72
587,4408,9572,10.85
588,5229,1476,0.7
589,6572,8648,15.62
590,8375,6381,10.49
591,8821,10026,18.65
592,10535,10678,0.02
593,10964,1389,12.43
594,2154,8162,16.06
595,1465,9066,13.3
596,7240,9786,8.06
597,9445,4192,13.49
598,9794,2703,3.82
599,10886,2504,11.06
600,2164,990,15.72
601,5337,7392,19.26
602,8964,9147,4.43
603,9419,7132,10.81
604,1407,8669,5.49
605,6941,379,6.95
606,8314,7061,2.62
607,1433,8353,7.22
608,10312,6145,13.57
609,781,8196,12.94
610,4625,288,3.76
611,9454,9584,14.87
612,1845,1485,8.73
613,4341,8716,12.13
614,8575,7597,11.88
615,4822,10258,16.55
616,6520,4146,7.6
617,8748,8705,15.44
618,2134,5694,4.87
619,4692,7588,13.59
620,6598,3917,14.43
621,7088,6130,11.81
622,8291,3326,14.47
623,9566,8029,8.74
624,10528,226,15.81
625,992,9908,1.63
626,1377,8197,8.77
627,7167,10938,11.99
628,9729,530,8.79
629,308,623,19.21
630,1147,7071,5.91
631,1655,6357,19.4
632,410,1503,15.32
633,2458,4724,16.5
634,4497,9473,15.64
635,7145,3954,8.62
636,8482,998,3.09
637,10765,5615,1.18
638,7,8685,14.53
639,450,3226,5.41
640,4500,5382,12.12
641,5257,6450,1.6
642,6423,7357,1.32
643,8294,3844,10.6
644,9030,6822,9.52
645,4354,6007,5.43
646,6255,8219,17.57
647,6800,1961,4.91
648,8382,7781,15.2
649,10960,7807,4.57
650,1725,413,10.01
651,4806,4346,9.03
652,7105,958,1.52
653,829,1348,7.56
654,1684,5855,9.95
655,5282,10105,0.98
656,5303,5790,9.09
657,214,7928,3.97
658,5274,9507,13.54
659,8501,9135,1.49
660,8567,10126,6.53
661,1690,10038,10.62
662,4726,10567,3.1
663,5336,10294,3.23
664,7218,343,13.4
665,8978,2875,5.62
666,448,7021,6.23
667,2218,7394,7.76
668,9586,10537,11.42
669,10603,148,7.07
670,10808,8097,11.56
671,1960,7874,16.08
672,4156,9973,1.4
673,7315,7363,1.97
674,667,5633,4.73
675,8949,7372,12.08
676,1570,363,7.01
677,11020,7290,4.48
678,2186,1729,2.09
679,9432,622,19.32
680,1087,7372,8.29
681,4373,952,3.68
682,1180,7373,15.23
683,4926,9122,16.29
684,5214,6829,12.49
685,10483,3139,10.73
686,19,9303,11.42
687,6892,3867,0.48
688,10278,870,6.37
689,8937,3976,16.63
690,9381,951,18.66
691,10924,4538,4.81
692,257,10896,3.49
693,8635,10413,3.1
694,822,10773,7.52
695,9311,10839,14.87
696,2034,8838,14.83
697,4732,3619,8.02
698,6586,332,18.92
699,9645,7115,7.2
700,2045,9811,6.58
701,6326,11116,0.17
702,9044,509,4.06
703,34,9764,15.58
704,1561,2920,19.5
705,2292,978,10.29
706,4693,3426,19.93
707,8519,653,6.08
708,9394,3825,16.14
709,9499,42,11.95
710,175,10875,1.88
711,841,5980,8.1
712,7256,4606,17.08
713,9008,311,11.56
714,9263,8959,5.85
715,851,529,7.2
716,1675,7305,4.06
717,4242,514,12.43
718,5470,10776,19.57
719,6751,10979,19.96
720,8540,340,3.16
721,1822,7780,0.44
722,8773,124,19.8
723,10378,10206,12.32
724,2228,3647,15.82
725,10296,10817,9.75
726,202,5797,2.85
727,1048,1672,6.47
728,2328,1847,17.2
729,4699,8913,8.52
730,6896,8075,7.03
731,9237,6458,16.95
732,9451,5520,18.76
733,10549,2244,3.88
734,10771,4071,4.94
735,61,1523,18.87
736,2209,3410,14.04
737,5238,6580,17.0
738,5348,5308,16.69
739,6450,8261,4.16
740,7183,9038,8.76
741,9037,8371,8.96
742,9351,10938,11.42
743,2000,10089,16.4
744,1198,4238,8.88
745,5549,850,1.01
746,6671,252,19.24
747,9336,8263,16.53
748,9339,10078,0.98
749,412,5862,9.76
750,908,9549,16.56
751,7163,6279,6.76
752,312,11099,19.47
753,5467,9737,9.1
754,7292,7225,17.64
755,8220,5136,13.24
756,45,10292,12.79
757,2428,4687,3.77
758,4897,7555,16.59
759,8256,1217,1.18
760,10415,10753,13.11
761,364,4213,18.53
762,541,5519,14.02
763,4523,188,19.63
764,5456,9528,6.75
765,6489,1309,11.52
766,10922,5879,18.26
767,663,10899,3.18
768,4217,9527,16.08
769,7250,5030,16.96
770,1117,9834,17.5
771,5172,8054,19.88
772,596,8894,0.29
773,4406,7490,6.46
774,4391,6630,0.2
775,6597,2916,5.61
776,8839,6852,4.76
777,239,3800,19.89
778,4320,10535,15.03
779,6938,10201,6.6
780,8623,9996,10.05
781,501,9093,11.58
782,5324,4924,9.52
783,2252,585,16.7
784,6656,182,11.54
785,1571,9305,9.01
786,4405,8273,7.32
787,6487,6671,18.0
788,6506,7795,16.07
789,8765,10176,3.26
790,5234,805,17.44
791,8860,1586,1.94
792,268,633,19.87
793,7060,8876,0.15
794,8483,7172,4.0
795,13,748,14.71
796,4679,5294,3.45
797,1193,4833,13.1
798,1396,10810,17.86
799,4118,6129,1.49
800,9417,8023,7.62
801,10285,8267,11.43
802,437,6988,8.52
803,846,2726,18.95
804,5022,25,3.37
805,6593,9310,13.55
806,6758,9768,7.13
807,8206,1667,13.57
808,8491,10505,13.69
809,10526,6567,17.95
810,652,7980,17.86
811,1342,3498,17.85
812,4377,5767,18.29
813,5490,196,6.89
814,8646,7449,6.28
815,989,6249,17.32
816,1603,7181,12.58
817,11038,2314,3.06
818,1569,1582,5.02
819,1723,9221,7.81
820,2245,5193,3.23
821,9699,4545,11.14
822,458,6235,2.61
823,725,10799,9.24
824,4748,4429,12.09
825,2032,9211,6.52
826,5388,1626,15.05
827,9569,3620,7.37
828,2471,9635,4.49
829,6633,5848,19.07
830,516,2136,1.97
831,4357,10207,5.82
832,6,7815,12.78
833,951,978,10.45
834,5068,3874,3.47
835,5409,9170,12.0
836,6615,5856,16.64
837,9680,6469,8.22
838,1628,3457,6.41
839,2148,7461,7.82
840,4501,10505,10.95
841,8817,10057,17.55
842,10533,7522,14.95
843,10890,7900,6.14
844,1924,4519,2.18
845,6947,3629,6.08
846,5017,6023,15.9
847,7321,3894,7.31
848,1672,8640,15.74
849,1724,6726,13.24
850,6817,5519,9.89
851,6961,10948,8.73
852,10269,2565,16.87
853,10788,5841,1.9
854,770,10007,4.25
855,5501,4046,3.62
856,7128,9063,10.59
857,89,2264,8.58
858,386,5956,7.78
859,4125,3775,10.58
860,6716,6991,11.08
861,7131,9845,15.24
862,8615,1744,9.94
863,9579,163,11.64
864,10983,9639,11.71
865,238,3650,17.68
866,6492,4847,10.52
867,583,3609,0.86
868,2326,2698,1.66
869,2446,7652,3.79
870,5420,9841,17.07
871,8203,6837,10.23
872,1079,7957,0.81
873,1958,644,3.34
874,2202,7366,16.18
875,8862,652,17.32
876,270,1707,3.39
877,457,4304,8.52
878,5577,10784,11.36
879,8858,10384,19.23
880,401,98,3.17
881,1998,8530,7.15
882,5062,5420,7.26
883,7138,3950,13.7
884,8599,4017,14.99
885,111,7395,1.49
886,1657,4207,13.34
887,1872,2248,0.16
888,4879,4836,2.98
889,5132,4904,15.14
890,8656,5142,0.8
891,1460,9051,18.95
892,4566,3296,12.78
893,6466,3412,12.32
894,393,1782,19.05
895,5328,3139,11.06
896,1791,10231,18.76
897,5024,10374,16.94
898,8740,4877,13.0
899,291,10414,14.59
900,619,9332,0.11
901,714,5701,10.89
902,4542,2075,5.97
903,8442,10368,15.29
904,9078,293,16.77
905,9770,1256,0.99
906,10332,10102,7.83
907,10515,2610,19.95
908,11353,3171,8.64
909,6227,3383,4.49
910,8467,2348,7.63
911,958,3046,4.49
912,6948,3355,16.68
913,1867,2946,16.45
914,4487,3532,2.4
915,8230,7201,17.52
916,76,4890,11.38
917,2445,5847,18.42
918,4120,324,7.64
919,11266,9155,19.36
920,543,4129,19.03
921,1086,7181,7.43
922,2342,10259,9.9
923,4191,7897,1.27
924,4852,2090,14.98
925,5371,2014,13.17
926,11334,8328,15.35
927,2497,6586,13.14
928,4744,5674,11.57
929,6448,4025,1.48
930,2092,3160,3.96
931,4628,1547,2.01
932,4796,952,2.52
933,10512,4155,9.78
934,1473,3615,3.15
935,1553,9038,11.79
936,6362,5677,15.66
937,2248,4266,11.37
938,4804,7698,15.08
939,6766,7739,4.3
940,10901,10993,5.91
941,2139,5700,13.51
942,10310,9363,3.61
943,101,4202,6.94
944,1900,6689,19.31
945,4940,256,4.38
946,6839,296,9.51
947,9458,3316,1.27
948,621,4702,18.46
949,1916,3869,19.38
950,4212,8926,2.08
951,6645,1258,5.07
952,7139,10323,17.58
953,1518,6801,8.38
954,2436,2920,1.09
955,4620,5394,5.21
956,4324,9443,9.23
957,2472,8476,8.49
958,10281,9306,18.18
959,8996,397,9.02
960,247,1662,7.86
961,4774,5746,8.07
962,9520,5205,2.57
963,653,2665,16.24
964,732,3794,5.38
965,2391,3591,16.12
966,4619,692,17.85
967,4861,3081,14.13
968,7257,7801,7.73
969,8595,9225,19.72
970,9784,4937,5.19
971,10977,10764,1.16
972,10998,4309,15.26
973,11342,7254,19.43
974,874,10029,11.85
975,8223,2878,10.31
976,4334,8926,9.28
977,9294,10167,3.53
978,80,1571,3.52
979,2377,5095,15.21
980,4689,4773,17.27
981,5307,332,11.18
982,11269,7853,17.04
983,4565,1582,3.1
984,7290,3873,5.51
985,10777,3708,16.8
986,4201,2219,9.55
987,9079,8784,10.29
988,524,2281,9.62
989,1966,8791,10.15
990,4671,1849,6.18
991,7074,510,6.05
992,9746,4171,19.34
993,10934,7904,13.01
994,170,1363,13.2
995,597,10384,13.72
996,5327,7009,1.83
997,5489,6326,11.36
998,6274,1485,19.28
999,7260,4659,4.04
1000,9545,8392,3.3
1001,9703,6247,6.25
1002,1728,9778,9.13
1003,4942,7177,17.12
1004,8606,3846,3.2
1005,9376,8482,6.64
1006,2335,4146,17.35
1007,4588,2432,9.82
1008,9316,8885,10.4
1009,10551,2278,9.27
1010,4530,7824,2.51
1011,6214,5771,4.32
1012,701,5839,19.51
1013,4844,3368,11.74
1014,6712,312,7.57
1015,8713,8992,18.11
1016,10616,1150,16.0
1017,1157,7674,0.98
1018,8935,1944,14.54
1019,2258,1237,7.49
1020,5444,5996,11.42
1021,6282,2655,9.6
1022,10752,7604,19.55
1023,1054,9316,5.08
1024,1935,8435,0.57
1025,5352,9659,5.11
1026,9328,7476,11.87
1027,2424,10598,19.63
1028,6811,567,6.19
1029,8458,4396,0.93
1030,9528,530,1.97
1031,6761,3890,9.05
1032,1921,2367,14.14
1033,7015,9967,7.17
1034,9312,1171,9.01
1035,11281,10426,6.67
1036,1161,9530,5.64
1037,4902,9343,7.06
1038,2454,2732,3.38
1039,4633,1198,0.63
1040,4691,9297,1.65
1041,8468,10088,5.71
1042,9057,7869,13.59
1043,1153,3075,6.86
1044,474,9854,7.99
1045,2367,3778,10.0
1046,8802,5344,18.04
1047,10267,773,12.82
1048,10838,11089,1.21
1049,182,3465,7.52
1050,4789,10528,12.06
1051,9619,1951,1.37
1052,388,9073,17.45
1053,5010,10189,19.22
1054,7173,659,8.24
1055,10543,9822,3.55
1056,1192,2665,13.3
1057,1798,6746,0.73
1058,6165,4047,14.18
1059,6785,5045,2.81
1060,8250,3796,5.7
1061,1358,4465,3.03
1062,1699,6171,6.36
1063,10959,10295,13.46
1064,712,6559,18.57
1065,11033,9712,11.59
1066,589,3100,13.09
1067,1959,4865,4.44
1068,4742,8894,6.6
1069,6231,2814,5.48
1070,6928,6792,4.61
1071,6940,3586,18.39
1072,9362,7005,7.8
1073,1287,680,2.71
1074,1730,5492,1.23
1075,2338,9214,19.11
1076,4346,3251,11.9
1077,6783,1096,14.14
1078,7095,2676,1.62
1079,8605,7602,3.46
1080,8671,9084,11.25
1081,9369,4033,2.51
1082,10780,5997,6.38
1083,11404,10892,18.74
1084,5187,8336,18.69
1085,6945,4722,6.37
1086,948,3565,12.92
1087,6469,2986,8.08
1088,8200,2395,17.27
1089,10767,7489,15.48
1090,1757,9475,18.71
1091,4511,1356,16.06
1092,8696,7239,16.86
1093,2035,2940,15.83
1094,6240,1844,9.06
1095,1068,8558,9.73
1096,1265,1377,3.2
1097,5028,4763,13.21
1098,5045,211,2.25
1099,9635,5636,3.89
1100,10263,5049,13.7
1101,10441,705,5.24
1102,6402,1326,16.21
1103,9771,7725,0.81
1104,554,1323,9.47
1105,5471,118,12.65
1106,6280,1453,15.11
1107,6312,4297,13.28
1108,8327,1804,16.36
1109,141,6717,11.29
1110,523,134,7.32
1111,5256,8847,17.54
1112,7318,11118,7.31
1113,8476,9224,0.98
1114,9066,8429,12.82
1115,283,10376,14.8
1116,404,10026,5.73
1117,555,8101,15.63
1118,2491,8049,5.45
1119,4570,2138,2.86
1120,6969,1555,5.38
1121,7114,10304,16.47
1122,8835,3766,4.44
1123,9633,1054,16.15
1124,2090,8387,6.92
1125,5446,5227,6.21
1126,5531,1579,15.58
1127,6879,5210,0.09
1128,1438,6888,1.62
1129,1545,6089,9.88
1130,4589,9203,13.08
1131,9393,8783,19.69
1132,11261,6169,16.37
1133,350,4787,13.9
1134,4496,2055,16.76
1135,5351,7070,13.27
1136,8347,4575,1.31
1137,1587,1045,5.46
1138,5205,917,11.87
1139,9233,8023,16.49
1140,482,10664,6.38
1141,8989,8019,12.92
1142,598,758,8.04
1143,928,8979,16.56
1144,2058,8009,2.29
1145,4558,4600,14.47
1146,5140,4187,14.23
1147,5402,4780,0.26
1148,6782,8626,16.76
1149,6893,9616,16.14
1150,7239,4926,15.84
1151,9014,7040,15.74
1152,10488,421,16.55
1153,2113,258,12.68
1154,4426,1114,11.97
1155,8827,7707,13.35
1156,2427,2896,5.96
1157,6454,7902,13.13
1158,9397,1692,15.81
1159,2167,5517,2.16
1160,6315,593,18.84
1161,9717,6117,18.46
1162,9050,10735,1.12
1163,10591,4283,15.14
1164,305,7006,17.55
1165,7200,5554,17.26
1166,9759,9099,9.99
1167,16,493,14.46
1168,4993,5357,4.77
1169,8308,8329,0.55
1170,912,9910,7.43
1171,1000,2060,16.23
1172,1391,5579,1.46
1173,4915,9576,1.69
