customer_id,address_id,status_id
168,303,2
168,677,1
169,580,1
169,881,1
170,872,1
171,546,1
172,331,1
173,230,1
174,846,1
175,270,1
175,664,1
175,758,2
176,959,1
177,735,1
178,208,1
178,260,1
179,804,1
180,719,1
181,534,1
181,563,1
182,310,1
182,598,1
183,599,1
184,705,1
184,706,1
184,840,2
185,684,1
185,797,1
186,275,1
186,652,1
187,198,1
188,50,1
189,402,1
189,482,1
189,626,2
190,188,2
190,334,1
190,483,1
191,206,1
192,127,2
192,549,1
192,728,1
193,12,2
193,182,1
193,449,1
194,888,1
195,541,1
196,817,1
197,180,1
197,738,1
198,312,1
199,135,1
200,931,1
200,960,2
201,563,1
202,441,1
202,488,1
203,767,1
204,370,1
204,516,1
205,717,1
205,873,1
206,371,1
207,358,1
208,739,1
209,144,1
209,861,1
210,392,2
210,968,1
210,993,1
211,288,1
211,446,1
212,533,2
212,981,1
213,88,2
213,596,1
213,791,1
214,249,1
215,580,1
216,615,1
216,921,1
217,904,1
218,96,1
219,344,1
219,988,1
220,461,2
220,758,1
220,905,1
221,118,1
221,864,1
222,388,1
223,116,1
223,146,1
224,315,1
225,23,1
225,934,2
226,560,1
227,180,2
227,443,1
227,724,1
228,745,1
229,493,1
229,559,1
230,650,1
230,934,2
231,531,1
231,654,1
232,127,2
232,525,1
232,638,1
233,294,1
233,782,1
234,36,1
235,974,1
236,446,2
236,780,1
236,894,1
237,990,1
238,119,1
239,791,1
240,158,1
240,482,1
241,267,2
241,550,1
241,581,1
242,267,1
243,504,1
243,920,1
244,100,1
244,807,1
245,376,1
245,736,2
245,861,1
246,726,1
247,367,1
247,802,1
248,282,1
248,528,1
249,96,1
249,315,1
250,773,1
251,801,1
252,802,1
253,487,1
253,831,1
254,605,1
254,758,1
254,931,1
254,987,2
255,51,1
256,927,1
257,92,1
257,938,1
258,385,1
259,455,1
260,337,1
260,760,1
261,37,1
261,59,2
261,494,1
262,381,1
263,373,1
264,142,1
264,231,1
265,745,1
266,333,1
267,536,1
268,47,1
269,445,1
269,661,2
270,51,1
271,939,1
272,590,1
273,79,1
274,420,1
274,425,1
275,447,1
276,785,1
276,787,1
277,170,1
278,501,1
279,502,1
279,846,1
280,138,1
280,965,1
281,935,1
282,304,1
282,433,1
282,553,2
283,165,1
283,554,1
283,815,1
284,687,1
284,885,1
285,363,1
285,864,2
286,159,1
286,967,1
287,65,1
288,349,1
288,540,1
288,798,2
289,82,1
290,110,1
290,890,1
291,482,2
291,772,1
291,871,1
292,293,1
292,365,2
292,586,1
292,858,1
293,310,1
293,615,1
294,564,1
294,679,1
295,464,1
295,592,1
296,722,1
297,610,1
298,8,1
298,520,2
298,736,1
299,114,1
299,244,1
300,687,1
301,511,1
302,629,1
302,653,1
303,663,1
303,783,1
304,485,1
305,5,1
305,581,1
305,839,2
306,630,1
307,323,1
307,375,1
308,942,1
309,608,1
310,258,1
311,384,1
311,946,1
312,544,1
312,989,1
313,271,1
313,416,1
314,72,2
314,917,1
315,319,1
316,766,1
317,157,1
317,452,1
318,401,1
318,744,1
318,855,1
319,105,1
319,595,1
320,150,1
320,796,1
321,172,1
321,718,1
322,812,1
322,920,1
323,133,1
324,658,1
324,927,1
325,691,1
325,968,1
325,983,1
326,836,1
326,918,1
327,619,1
328,741,1
329,407,2
329,552,1
329,937,1
330,665,1
331,812,1
332,86,1
333,299,1
333,674,1
334,191,1
334,672,1
334,882,1
335,487,1
336,637,1
337,560,1
337,798,1
338,514,1
338,872,1
339,628,1
339,940,1
340,43,2
340,391,1
341,58,1
341,650,1
342,21,1
342,507,1
342,563,2
343,648,1
344,682,1
344,948,1
344,968,1
345,179,1
345,373,1
345,979,1
346,607,1
346,959,1
347,331,1
348,530,1
348,833,1
349,334,1
350,453,1
351,514,1
352,754,1
353,435,1
354,810,1
355,426,1
356,185,1
356,761,1
357,178,1
358,196,1
359,173,2
359,450,1
359,479,1
360,617,1
360,866,1
361,101,1
362,613,1
363,201,1
364,159,1
364,243,1
364,287,2
365,119,2
365,431,2
365,441,1
365,573,1
366,195,1
366,355,2
366,595,1
367,429,1
367,474,1
368,482,1
369,337,1
369,583,1
369,979,2
370,35,1
370,359,1
371,368,1
371,425,1
371,829,2
372,813,1
373,43,2
373,748,1
374,498,1
375,926,1
376,68,1
377,197,1
378,930,1
379,557,1
380,186,1
380,859,1
381,145,1
382,86,1
382,434,2
382,948,1
383,72,2
383,832,1
384,489,2
384,856,1
385,923,1
386,326,1
387,565,1
388,776,1
389,533,1
390,603,1
390,670,1
391,206,1
392,735,1
393,295,1
393,426,1
393,893,1
394,331,1
395,48,1
395,790,1
396,559,1
397,735,1
397,753,1
398,698,1
399,966,1
400,736,1
401,644,1
402,313,1
403,803,1
404,657,1
405,781,1
406,411,1
406,926,2
407,872,1
408,862,1
409,264,1
409,904,2
410,749,2
410,803,1
410,993,1
411,581,1
412,226,1
412,436,1
412,688,1
413,877,1
414,752,1
414,933,1
415,373,1
416,437,1
416,687,2
416,780,1
417,219,1
417,586,1
418,393,1
419,873,1
420,312,1
420,421,1
420,557,1
421,92,1
422,872,1
422,905,2
422,937,1
423,123,1
423,644,1
424,276,1
424,928,1
425,568,1
425,715,1
426,266,1
426,293,1
427,136,1
428,715,1
429,754,1
430,112,1
431,504,1
432,592,1
432,739,1
433,837,1
433,875,1
434,482,1
434,849,1
434,931,1
435,800,1
436,416,1
437,87,1
438,539,1
439,544,1
440,624,1
441,585,1
442,145,2
442,487,1
442,956,1
443,422,1
444,356,1
445,110,1
446,62,1
446,633,1
447,363,2
447,556,1
448,612,1
449,78,2
449,341,1
449,717,1
450,526,1
451,362,2
451,390,1
452,544,1
453,143,1
454,417,2
454,477,1
454,734,1
455,368,1
456,123,1
456,599,1
456,823,2
457,238,2
457,993,1
458,359,1
458,857,1
459,848,1
460,408,1
461,952,1
462,736,1
463,248,1
463,585,1
464,345,2
464,534,1
465,253,1
466,110,2
466,431,1
467,741,1
468,409,1
469,340,1
469,536,1
470,140,1
470,688,1
470,859,1
471,878,1
472,41,1
473,701,1
474,25,1
475,49,1
475,225,1
475,517,1
476,318,1
477,127,1
477,190,2
477,407,1
478,103,1
479,624,1
480,690,1
481,659,1
482,258,1
482,454,1
482,575,1
483,192,1
483,700,1
483,809,2
483,991,1
484,599,1
484,940,1
485,701,1
486,449,2
486,848,1
487,491,1
488,497,1
489,286,1
490,496,1
490,843,1
491,440,1
492,182,1
493,355,1
494,601,1
495,242,1
495,674,1
496,628,1
497,194,1
497,859,1
498,162,1
498,416,1
498,807,2
499,96,1
499,126,1
500,782,1
500,824,1
500,874,2
500,953,1
501,165,1
502,135,1
503,516,1
503,615,1
504,136,1
504,384,2
505,312,1
506,787,1
506,875,1
507,38,1
507,533,2
507,801,1
508,33,1
509,648,1
509,906,1
510,288,1
511,355,1
512,191,2
512,315,1
512,463,1
513,394,1
513,712,1
514,837,1
515,67,1
515,971,1
516,62,1
517,781,1
518,749,1
519,132,1
519,630,1
520,504,1
521,768,1
522,138,1
523,750,1
524,187,1
524,693,1
525,483,1
525,537,1
526,60,1
526,498,1
527,508,1
527,894,1
528,217,1
528,523,1
529,644,1
530,163,1
531,705,1
531,807,1
531,830,2
532,613,2
532,666,1
533,434,1
534,68,1
534,213,2
535,341,1
535,559,2
536,206,1
536,305,1
536,601,1
537,880,1
538,84,1
539,672,1
540,747,1
540,904,1
541,774,1
542,112,1
542,244,1
542,776,1
543,398,1
543,566,2
544,312,1
544,449,1
545,98,1
545,139,2
545,261,1
545,413,1
546,611,1
546,945,1
546,964,1
547,66,1
547,528,1
547,901,2
548,276,1
548,701,1
549,807,1
550,374,1
551,731,1
552,189,1
552,339,1
553,454,1
554,926,1
555,102,1
556,116,1
556,338,1
557,717,1
557,930,1
558,341,1
559,260,1
559,813,2
560,308,1
560,863,1
561,718,1
562,616,1
562,632,1
563,374,1
564,597,1
564,900,1
565,126,2
565,501,1
566,492,1
567,277,1
568,137,1
568,865,1
569,286,1
570,96,1
570,746,2
571,522,1
572,9,1
572,278,2
572,624,1
573,128,1
574,136,1
574,197,1
574,379,2
575,457,1
575,811,1
576,401,1
577,19,1
577,111,1
578,695,1
579,637,1
580,913,2
580,924,1
580,926,1
581,642,1
581,785,1
581,962,2
582,63,1
583,528,1
583,895,1
584,599,1
585,404,2
585,890,1
586,990,1
587,691,1
588,200,1
589,39,1
590,142,1
590,843,1
591,129,1
591,236,1
592,821,1
593,313,1
594,125,1
594,466,1
595,474,1
596,245,1
596,354,2
596,463,1
597,514,1
598,832,1
599,593,1
600,321,1
601,28,1
601,452,1
602,208,1
602,278,1
602,536,1
603,286,1
603,415,1
604,901,1
605,64,1
606,377,1
607,464,1
608,709,1
609,244,2
609,293,1
609,762,1
610,297,2
610,527,1
610,635,2
610,650,1
611,574,1
612,513,2
612,798,1
613,584,1
613,717,1
614,445,1
615,51,1
615,274,1
616,685,1
617,81,1
617,669,2
618,977,1
619,639,1
620,333,1
620,411,1
620,533,2
620,871,2
621,494,1
622,348,1
623,217,2
623,451,1
623,848,1
623,955,1
624,679,1
625,473,1
626,49,2
626,867,1
627,898,1
628,955,1
629,305,1
629,473,1
630,974,1
631,122,1
632,16,1
632,143,1
633,6,1
633,950,2
633,977,1
634,31,2
634,237,1
634,455,2
634,757,1
635,900,1
636,6,1
637,759,1
638,846,1
639,167,2
639,667,1
640,392,1
640,557,1
640,929,2
641,141,1
641,281,1
641,316,2
641,608,1
642,998,1
643,419,1
643,737,1
644,509,1
645,179,1
646,180,1
646,820,2
647,300,1
648,60,1
648,200,1
649,947,1
650,612,1
651,960,1
652,37,1
653,449,1
654,107,1
655,136,1
655,920,1
656,885,1
657,686,1
658,514,1
659,904,1
660,511,1
661,645,1
662,627,1
663,932,1
664,647,1
665,447,1
665,817,1
666,51,2
666,946,1
667,466,1
668,339,1
668,560,1
669,97,1
669,327,1
670,11,1
670,252,1
670,880,2
671,185,1
672,296,1
672,405,1
673,196,1
673,706,1
674,86,1
674,396,1
675,308,2
675,814,1
676,26,1
676,789,1
677,572,1
678,76,2
678,717,1
678,951,1
679,297,1
680,6,2
680,73,1
680,471,1
680,948,1
681,888,1
682,585,1
682,765,1
683,667,1
683,982,1
684,597,1
685,714,1
686,179,1
686,417,1
687,149,1
687,753,1
688,463,1
689,276,1
690,87,1
691,672,1
692,985,1
693,145,1
694,342,2
694,503,1
694,891,1
695,258,1
695,639,1
696,33,2
696,662,1
696,941,1
697,329,1
698,918,1
699,74,1
699,621,1
700,288,1
701,2,1
702,472,1
703,215,1
703,680,1
704,173,1
704,367,1
704,403,2
705,152,1
706,955,1
707,416,1
708,969,1
709,110,2
709,496,1
709,913,1
710,461,2
710,671,1
710,867,1
711,28,1
711,236,1
712,327,1
712,635,1
713,614,1
714,28,1
714,373,1
714,737,2
715,834,1
715,961,1
716,820,1
717,488,1
717,963,1
718,99,1
719,141,2
719,297,1
720,54,1
720,311,1
720,512,2
720,687,1
721,185,1
721,406,1
722,618,1
723,221,1
723,593,1
724,483,1
724,837,2
725,392,1
725,424,1
726,739,1
727,221,1
727,257,2
727,733,1
728,624,1
728,953,1
729,87,1
730,623,2
730,679,1
731,988,1
732,356,1
733,1,1
734,56,1
734,113,1
734,865,2
734,995,1
735,741,1
735,968,1
736,81,1
737,905,1
738,119,1
738,602,1
739,321,1
740,653,1
740,737,1
741,59,1
742,686,1
743,856,1
744,506,1
744,729,1
744,918,1
745,735,2
745,844,1
746,364,1
747,797,1
747,810,1
748,351,1
748,501,2
748,581,1
749,433,1
750,430,1
751,390,1
751,400,2
751,967,1
752,550,1
753,523,1
754,196,1
754,876,1
755,218,1
756,274,1
756,483,1
757,665,1
758,8,1
758,463,1
758,949,2
759,360,1
759,476,1
760,763,1
760,877,1
761,378,1
762,952,1
762,983,1
762,992,2
763,197,1
764,540,1
765,204,1
766,510,1
766,864,1
767,969,2
767,995,1
768,947,1
769,720,1
770,204,1
771,197,1
772,199,1
773,427,1
774,283,1
775,504,1
776,494,1
777,243,1
777,667,1
778,814,1
779,307,1
779,721,1
779,844,2
779,945,1
780,22,1
780,281,1
781,870,1
782,252,2
782,420,1
782,559,1
783,244,1
783,434,1
783,759,2
784,783,1
785,699,1
786,296,1
787,505,1
787,710,2
787,767,1
788,860,1
788,927,2
789,379,1
789,772,1
790,932,1
790,939,1
791,76,1
792,139,1
793,994,1
794,150,1
794,431,2
794,929,1
795,165,1
795,835,1
796,145,1
797,9,1
798,727,1
799,565,1
800,204,1
800,211,1
801,170,1
801,231,1
801,980,2
802,681,1
803,34,1
803,189,2
803,760,2
803,765,1
803,858,1
803,963,1
804,184,1
805,890,1
806,19,1
806,727,1
807,812,1
808,815,1
809,456,1
810,826,1
811,482,1
812,643,2
812,807,1
812,955,1
813,255,1
813,399,1
813,905,2
813,959,1
814,924,1
815,953,1
816,362,1
817,322,1
817,609,1
818,122,1
818,998,2
819,42,1
820,548,1
820,682,1
821,770,1
822,845,1
823,796,1
824,301,1
824,565,1
825,376,1
826,141,1
826,188,1
826,520,2
826,966,1
827,51,1
828,572,1
829,108,1
830,99,1
831,127,1
831,507,1
831,954,1
832,45,1
832,713,1
832,983,2
833,232,1
833,887,1
834,56,1
835,901,1
836,530,1
837,516,2
837,766,1
837,774,1
838,193,1
839,329,2
839,451,1
839,818,1
840,22,1
841,837,1
842,151,1
842,432,1
842,603,2
843,322,1
843,881,1
844,101,2
844,135,1
844,685,1
845,498,1
845,935,1
846,396,1
847,224,1
847,236,2
847,669,1
848,429,1
848,802,2
849,682,1
850,350,1
850,719,1
851,156,1
852,691,1
852,937,1
853,563,1
853,916,1
853,994,2
854,953,1
855,422,1
855,482,1
856,93,1
856,793,1
856,886,2
857,307,1
857,426,1
857,633,1
858,2,1
858,623,2
859,354,1
859,547,1
859,751,2
859,799,1
860,530,1
860,815,1
861,518,1
862,121,1
862,458,1
863,56,2
863,984,1
864,901,1
865,603,1
866,119,1
867,297,1
867,525,1
868,487,1
868,651,1
869,17,1
869,820,2
869,859,1
870,194,1
870,457,1
870,488,2
871,467,1
871,763,1
872,105,1
872,429,1
872,753,2
873,310,1
873,338,1
874,856,1
875,41,1
875,313,1
875,400,1
876,744,1
877,65,2
877,427,1
878,348,1
878,653,2
878,894,1
879,120,1
879,718,1
880,621,1
880,748,1
881,974,1
882,285,1
883,889,1
884,551,1
885,164,1
886,189,1
886,278,2
887,318,1
887,635,1
888,801,1
889,473,1
889,603,1
889,648,2
890,193,1
890,431,1
890,518,1
891,513,1
891,781,1
892,937,1
893,680,1
893,857,1
894,172,1
894,395,1
895,965,1
896,342,1
896,518,1
896,725,1
897,968,1
898,813,1
899,766,1
899,833,2
900,616,1
900,951,1
901,65,1
901,413,1
901,813,1
902,651,1
903,195,1
904,336,1
905,905,1
906,442,1
907,382,1
908,264,1
908,616,1
909,102,1
909,344,1
909,726,1
910,501,2
910,754,1
910,879,1
911,52,1
911,469,1
911,796,1
912,79,1
913,515,1
914,579,1
914,805,1
915,427,1
915,816,1
916,280,1
917,368,1
918,104,1
919,862,1
920,101,1
920,549,1
921,60,1
922,170,1
922,615,1
923,398,1
924,46,2
924,619,1
925,680,1
925,728,1
925,758,1
926,48,1
927,642,1
927,979,1
928,294,1
928,404,1
928,741,2
929,193,1
929,546,1
930,520,1
931,663,1
932,791,1
933,913,1
934,800,1
935,269,1
935,988,1
936,709,1
937,107,1
938,259,1
938,285,2
938,726,1
938,916,1
939,635,1
939,809,1
939,941,1
940,476,1
941,6,1
941,180,2
941,223,1
942,385,1
942,397,1
942,546,2
943,227,1
944,702,1
945,76,1
945,295,1
946,924,1
947,659,1
948,507,1
949,321,1
950,49,1
951,513,1
952,133,1
953,517,1
953,754,1
954,117,1
954,433,1
954,918,2
955,505,1
955,886,1
956,483,1
956,787,1
957,178,1
958,245,1
959,249,1
959,295,1
960,982,1
961,318,1
962,645,1
963,746,2
963,840,1
964,323,1
965,982,1
966,507,1
966,900,1
967,30,1
968,524,1
968,962,2
969,72,1
969,266,1
970,205,1
970,623,2
971,911,1
972,465,2
972,950,1
973,11,1
973,551,2
973,677,1
974,661,1
974,802,1
975,154,1
976,224,1
976,256,1
976,964,2
977,355,1
978,115,1
978,687,1
979,154,1
980,82,1
980,523,2
980,829,1
981,184,1
982,166,1
983,639,1
983,983,1
984,105,2
984,858,1
984,863,1
985,207,1
986,230,1
986,319,2
986,653,1
987,423,1
988,450,1
989,810,1
990,9,1
990,480,1
991,670,1
991,728,1
992,557,1
993,500,1
994,107,1
995,267,1
995,953,1
995,985,2
996,323,1
996,673,1
997,876,1
998,255,1
999,886,1
1000,49,1
1000,61,2
1000,529,1
1001,30,1
1001,321,2
1002,171,1
1003,239,1
1004,149,1
1005,106,1
1005,731,1
1006,872,1
1007,201,1
1008,307,1
1009,256,1
1010,543,1
1010,555,1
1011,263,1
1012,10,1
1012,994,1
1013,640,1
1014,131,1
1014,208,1
1015,128,1
1016,828,1
1016,982,1
1017,384,1
1017,933,1
1018,808,1
1018,839,1
1019,13,1
1019,427,1
1019,632,1
1020,129,1
1020,224,2
1020,677,2
1020,970,1
1021,155,1
1021,669,1
1022,337,1
1023,388,1
1023,438,1
1024,304,1
1024,961,1
1025,63,1
1026,244,1
1026,778,1
1027,263,1
1027,471,1
1028,403,1
1028,483,1
1028,623,1
1028,782,2
1029,672,1
1030,203,1
1031,66,1
1031,478,2
1031,490,1
1032,585,1
1033,623,1
1033,914,1
1033,956,1
1034,579,1
1034,701,1
1035,449,1
1035,668,1
1036,279,1
1036,818,2
1037,23,2
1037,35,1
1037,479,1
1038,554,1
1039,176,1
1039,915,1
1040,313,1
1040,773,1
1040,781,1
1040,792,2
1041,865,1
1042,312,1
1042,571,2
1043,442,1
1043,920,1
1044,3,2
1044,126,1
1045,325,1
1045,625,1
1046,296,1
1046,447,1
1047,255,1
1048,12,1
1049,205,1
1049,300,1
1049,355,1
1050,39,1
1051,883,1
1052,712,1
1053,640,1
1054,235,1
1055,759,1
1056,158,1
1056,256,1
1057,411,1
1058,499,1
1059,513,1
1060,406,1
1060,716,1
1061,573,1
1062,319,1
1062,484,1
1062,489,1
1063,591,1
1063,744,1
1063,872,2
1064,47,1
1064,196,2
1064,991,1
1065,449,1
1066,191,1
1066,246,1
1066,577,2
1067,447,2
1067,574,1
1068,683,1
1069,256,2
1069,745,1
1069,883,1
1070,226,1
1071,254,1
1072,12,1
1072,468,1
1073,83,2
1073,207,1
1073,717,1
1074,711,1
1075,97,1
1075,304,1
1075,597,2
1076,104,1
1076,667,2
1076,739,1
1077,452,2
1077,562,1
1078,577,1
1079,188,1
1080,250,1
1080,542,1
1080,785,2
1081,360,1
1082,6,1
1083,526,1
1084,346,2
1084,600,1
1084,705,1
1084,967,1
1085,230,1
1086,77,2
1086,423,1
1086,811,1
1087,322,1
1088,840,2
1088,950,1
1089,429,1
1090,283,1
1091,850,1
1092,62,1
1093,591,1
1094,411,1
1095,969,1
1096,661,1
1096,985,1
1097,159,1
1097,425,1
1098,188,1
1098,549,1
1099,575,1
1100,690,1
1100,704,1
1101,773,1
1101,784,2
1102,551,1
1103,393,2
1103,425,1
1103,522,1
1104,97,1
1104,795,1
1105,595,1
1106,381,2
1106,503,1
1107,645,1
1107,672,1
1108,831,1
1109,220,1
1110,403,1
1111,96,2
1111,680,1
1112,102,1
1112,868,1
1113,223,1
1113,516,1
1113,577,2
1114,682,1
1115,458,1
1116,426,1
1117,677,1
1118,343,1
1119,312,1
1120,383,1
1120,412,2
1121,671,1
1121,947,1
1122,714,1
1123,690,1
1124,96,1
1125,269,1
1126,736,1
1126,991,1
1127,125,2
1127,300,1
1127,551,2
1127,955,1
1128,641,1
1129,217,1
1129,784,1
1130,146,1
1130,457,1
1130,478,1
1130,577,1
1131,268,1
1131,406,1
1131,675,1
1132,320,1
1133,364,1
1133,554,1
1133,759,1
1134,743,1
1135,200,2
1135,397,1
1135,412,1
1136,171,1
1137,10,2
1137,372,1
1137,755,1
1137,832,1
1138,107,1
1139,498,1
1140,50,1
1140,753,1
1141,233,1
1142,401,1
1143,547,1
1144,99,1
1145,260,1
1145,528,1
1146,743,1
1147,478,2
1147,851,1
1148,564,1
1148,716,2
1149,38,1
1149,58,1
1150,508,1
1151,775,1
1152,711,1
1153,146,1
1153,228,1
1154,239,1
1154,759,1
1155,135,1
1155,945,1
1156,128,1
1157,570,1
1158,554,1
1159,990,1
1160,867,1
1160,993,1
1161,224,1
1161,911,1
1162,879,1
1163,298,1
1163,608,1
1164,722,1
1165,445,1
1166,610,1
1167,201,1
1167,654,1
1168,533,1
1168,583,1
1168,935,1
1169,53,1
1170,63,1
1171,868,1
1172,42,1
1173,144,1
1173,205,1
1174,566,1
1175,373,1
1176,611,1
1177,963,1
1178,91,1
1178,216,1
1178,860,1
1179,717,1
1180,77,1
1180,397,2
1181,854,1
1182,279,1
1183,217,1
1183,577,1
1184,465,1
1185,81,2
1185,449,1
1186,697,1
1187,586,1
1188,224,1
1188,915,1
1189,50,2
1189,53,1
1189,533,1
1189,715,2
1190,402,1
1191,334,1
1192,214,1
1192,341,1
1193,481,1
1194,194,1
1195,107,1
1195,521,1
1196,127,1
1196,772,1
1197,965,1
1198,792,1
1199,523,1
1200,956,1
1201,448,2
1201,925,1
1202,498,1
1203,504,1
1204,686,1
1205,662,1
1206,321,2
1206,786,1
1207,17,1
1207,644,1
1208,755,1
1209,370,1
1209,387,1
1210,952,1
1211,29,1
1211,666,1
1212,67,1
1212,894,1
1213,667,1
1214,45,1
1214,497,2
1214,539,1
1215,697,1
1215,912,1
1216,70,1
1216,632,1
1217,111,1
1218,254,1
1219,488,1
1220,173,1
1221,216,2
1221,289,1
1221,401,1
1222,662,1
1223,694,1
1224,286,1
1225,107,1
1226,103,1
1226,442,1
1227,62,1
1228,109,2
1228,319,2
1228,584,1
1228,783,1
1229,779,1
1230,561,1
1230,717,1
1230,946,1
1231,733,1
1232,29,1
1233,103,1
1233,440,1
1233,951,2
1234,638,1
1235,468,1
1235,591,1
1236,246,1
1236,665,1
1237,407,1
1237,652,1
1238,427,1
1238,792,1
1238,930,1
1239,161,1
1240,312,1
1241,552,1
1242,41,1
1242,421,1
1242,614,1
1243,418,1
1244,508,1
1245,386,1
1245,586,2
1246,153,1
1246,742,1
1246,783,1
1246,798,2
1247,140,1
1248,801,1
1249,587,1
1250,540,1
1251,208,1
1251,398,1
1252,681,1
1253,535,1
1254,15,1
1254,366,1
1255,513,1
1255,840,1
1256,615,1
1256,739,1
1257,457,1
1258,124,1
1259,373,2
1259,757,1
1259,965,1
1260,38,1
1260,134,1
1261,555,1
1262,32,1
1263,205,1
1263,795,2
1264,323,1
1264,958,1
1265,768,1
1266,580,1
1267,212,1
1268,421,1
1268,459,1
1268,493,1
1268,834,2
1269,246,1
1269,335,1
1269,544,1
1269,872,1
1270,162,1
1271,110,1
1271,184,1
1272,634,1
1273,650,1
1273,862,1
1274,45,1
1275,832,1
1276,238,2
1276,889,1
1277,403,1
1277,835,1
1278,205,2
1278,402,1
1278,781,1
1279,339,1
1279,404,2
1280,360,1
1281,401,1
1281,671,1
1282,246,1
1283,303,1
1283,689,2
1283,866,1
1284,439,1
1284,809,1
1284,843,1
1285,448,1
1286,877,1
1287,538,1
1288,412,1
1288,644,1
1289,519,2
1289,539,1
1289,889,1
1290,296,1
1291,649,1
1292,732,1
1293,620,1
1294,38,1
1295,969,1
1296,137,1
1297,951,1
1298,849,1
1298,876,1
1299,280,1
1299,394,1
1300,931,1
1300,968,1
1301,367,1
1302,736,1
1302,815,2
1302,877,1
1303,720,1
1304,261,1
1304,705,1
1305,75,1
1306,164,1
1306,872,1
1307,754,1
1307,934,1
1308,108,2
1308,484,1
1308,842,1
1309,65,1
1310,561,1
1310,693,1
1311,112,1
1312,153,1
1312,184,1
1312,355,2
1313,309,1
1313,894,1
1314,860,1
1315,593,1
1315,758,1
1315,797,2
1315,839,1
1316,244,1
1316,573,2
1317,139,1
1317,260,1
1318,559,1
1318,931,1
1319,275,1
1320,261,1
1320,702,1
1320,909,2
1321,137,1
1322,93,1
1322,926,1
1323,676,1
1324,632,1
1324,722,1
1325,23,1
1326,656,1
1327,23,1
1328,824,1
1328,983,1
1329,612,1
1329,870,1
1330,848,1
1331,35,2
